가맹점명,서울페이업종명,우편번호,자치구명,기본주소,상세주소
주식회사 해옥,음식점/식음료업,5650,송파구 ,서울특별시 송파구 동남로 460 (방이동),
예인음악교습소,예술 교육,8202,구로구 ,"서울특별시 구로구 신도림로 87 (신도림동, 신도림1차동아아파트)",
피자먹짜(PIZZA MUKZZA),음식점/식음료업,6126,강남구 ,서울 강남구 테헤란로25길,"50, 1층 102호 (역삼동)"
영일기획,디자인/인쇄,7246,영등포구,서울 영등포구 국회대로,650-1 (영등포동7가)
에스유투미술학원,예술 교육,4054,마포구 ,"서울특별시 마포구 와우산로 111 (서교동, 태화프라자 6층)",에스유투미술학원
피난처,의류/잡화,3053,종로구 ,"서울특별시 종로구 삼청로 106-9, 3층 (삼청동)",피난처
서울스마트치과의원,보건/복지,8584,금천구 ,서울시 금천구 두산로 70,현대지식산업센터 114호
(주)라프레즈인터내셔널,생활/리빙,6105,강남구 ,서울 강남구 학동로34길,"22, 5층 (논현동)"
21성형외과의원,보건/복지,6612,서초구 ,서울 서초구 강남대로,"441, 10층 (서초동)"
으뜸플러스안경 서울상봉점,의류/잡화,2086,중랑구 ,서울특별시 중랑구 망우로 377 (상봉동),
카페보리,음식점/식음료업,5792,송파구 ,서울특별시 송파구 충민로 184 (장지동),"지하1층   (장지동,  구립송파노인요양센터  지하1층)"
씨유 광화문광장점,식자재/유통,3183,종로구 ,서울특별시 종로구 새문안로,"103-1, (신문로1가)"
아키블럭,기타,7930,양천구 ,"서울특별시 양천구 월정로 47 (신월동, 미주팰리스)",A동 1층 102호
밀크밤 홍제본점,음식점/식음료업,3637,서대문구,서울특별시 서대문구 통일로39길 28,1층
올리비아로렌 신창점,의류/잡화,1473,도봉구 ,"서울시 도봉구 덕릉로 234-1, 1층(창동)",
카페 벨루어 (cafe vallure),음식점/식음료업,1177,강북구 ,서울특별시 강북구 도봉로23나길 2(미아동),
바른몸교정원,문화/체육,4595,중구   ,"서울특별시 중구 다산로 32 (신당동, 남산타운)",남산타운아파트상가2동 2층 208호
수경손만두,음식점/식음료업,8550,금천구 ,서울 금천구 문성로,"7, 1층 101호 (독산동)"
(주)코리아세븐 강서화곡진주점,식자재/유통,7782,강서구 ,서울특별시 강서구 곰달래로36길 17(화곡동),(주)코리아세븐 강서화곡진주점
바이크용,자동차/주유,2754,성북구 ,서울특별시 성북구 월계로 160-6 (장위동),지하층 6호
우리식당,음식점/식음료업,4801,성동구 ,서울특별시 성동구 광나루로9길 2 (송정동),지상1층
선정릉약국,보건/복지,6103,강남구 ,서울특별시 강남구 봉은사로 327 (논현동),궁도빌딩1층 선정릉약국
더블유스타일치과,보건/복지,6114,강남구 ,서울특별시 강남구 강남대로 526 (논현동),"미사랑빌딩 3,4,5층"
우렁식탁,음식점/식음료업,6609,서초구 ,서울특별시 서초구 사평대로52길 9-2 (서초동),1층
A+미술교습소,예술 교육,1373,도봉구 ,서울  도봉구  방학동 507-205,
영광슈퍼,식자재/유통,3719,서대문구,서울시 서대문구 연희로32길 20,
송원,음식점/식음료업,6280,강남구 ,서울특별시 강남구 남부순환로 2917(대치동),
참배움터학원,입시/교습학원,8024,양천구 ,서울 양천구 은행정로,"47-1, 2층 (신정동)"
생닭집,식자재/유통,8082,양천구 ,서울 양천구 중앙로34길,"26-6, 1층 (신정동)"
서울정&오치과의원,보건/복지,6952,동작구 ,서울시 동작구 상도로 99,
자금성,음식점/식음료업,6914,동작구 ,서울 동작구 만양로14다길,7 (노량진동)
강서3호점 우리동네키움센터,생활/리빙,7722,강서구 ,서울특별시 강서구 까치산로6길 49 (화곡동),1층 키움센터
태리헤어,생활/리빙,7388,영등포구,서울특별시 영등포구 신길로28길 9,"지하2층 46호(신길동, 힐스테이트 클래시안)"
다비치공방  번동점,기타,1229,강북구 ,"서울특별시 강북구 한천로105길 24 (번동, 번동2단지주공아파트)",7702동13호(번동)
돈암부동산공인중개사사무소,부동산/임대,2828,성북구 ,"서울특별시 성북구 북악산로 844 (돈암동, 돈암이수브라운스톤아파트)",상가동 B103
스태츠(stats),음식점/식음료업,8737,관악구 ,서울 관악구 관악로,"224-1, 1층 (봉천동)"
본동소바 돈가스,음식점/식음료업,8778,관악구 ,서울시 관악구 신림로 312,
장일셀프타운,자동차/주유,2012,중랑구 ,서울특별시 중랑구 중랑천로 234,장일셀프타운
네이처헤어,생활/리빙,1695,노원구 ,"서울특별시 노원구 노해로 491 (상계동, 중앙빌딩)",2층 201호
중앙미디어,생활/리빙,7904,양천구 ,서울특별시 양천구 화곡로4길 2,110호
주식회사 하품리빙랩,음식점/식음료업,6648,서초구 ,서울특별시 서초구 반포대로22길 39 (서초동),1층 하품 카페 교대점
펄,의류/잡화,6284,강남구 ,"서울특별시 강남구 삼성로 212 (대치동, 은마아파트)",은마상가B135
린네플라워,생활/리빙,6677,서초구 ,서울특별시 서초구 방배천로2안길 99 (방배동),101호
고봉당 혜화대학로점,음식점/식음료업,3078,종로구 ,서울특별시 종로구 대명1길 8 (명륜4가),
신우사,디자인/인쇄,6113,강남구 ,서울 강남구 학동로20길,16 (논현동)
발레숲무용학원,기술/기능 교육,3968,마포구 ,"서울 마포구 성미산로 29,",2층 (성산동)
필아트미술 길음뉴타운점,예술 교육,2720,성북구 ,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트) 801동~825동",811-2401
제이씨영어교습소,외국어/언어,8649,금천구 ,서울특별시 금천구 시흥대로 158 (시흥동),
바로글논술학원,입시/교습학원,2735,성북구 ,"서울특별시 성북구 동소문로 248 (길음동, 길음삼부컨버니언아파트) 101동~106동",
엘르뷰티,생활/리빙,6150,강남구 ,서울 강남구 테헤란로,"327, 5층 506호 (역삼동,빅토리아오피스텔)"
파스타정,음식점/식음료업,3330,은평구 ,서울특별시 은평구 연서로29길 30 (갈현동),1층 파스타정
농장사람들,식자재/유통,5237,강동구 ,서울특별시 강동구 고덕로 109 (암사동),농장사람들 (1층)
블루힐체형교정센터,기타,2197,중랑구 ,서울특별시 중랑구 겸재로 200 (면목동),2층
재단법인 노원교육복지재단(공릉태릉우성 아이휴센터),생활/리빙,1821,노원구 ,"서울특별시 노원구 노원로 29 (공릉동, 태능우성아파트)",1동 105호
강서6호점 우리동네키움센터,생활/리빙,7781,강서구 ,"서울특별시 강서구 강서로5길 50 (화곡동, 복지문화센터및공영주차장)",202호
아스터영어학원,외국어/언어,7004,동작구 ,서울특별시 동작구 사당로 219,4층
뉴욕스테이크 하우스,음식점/식음료업,6576,서초구 ,서울특별시 서초구 사평대로22길 37 (반포동),
에스이솔루션 (SE Solution),가전/통신,1483,도봉구 ,"서울특별시 도봉구 노해로62길 101, 1층 (창동)",에스이 솔루션(SE Solution)
서울아이사랑치과의원,보건/복지,7395,영등포구,서울특별시 영등포구 신길로 147 (신길동),3층
이마트24 상계벽산점,식자재/유통,1663,노원구 ,서울특별시 노원구 한글비석로 396,이마트24 상계벽산점
(주)보일랩스,보건/복지,8294,구로구 ,서울특별시 구로구 구로중앙로28길 35-9 (구로동),1층
GS25성동센터점,식자재/유통,4769,성동구 ,"서울특별시 성동구 왕십리로 89 (성수동1가, 성동구민종합체육쎈터)",1층
튼튼수학학원,입시/교습학원,7065,동작구 ,"서울특별시 동작구 여의대방로 22 (신대방동, 우성아파트)",
칠성공인중개사사무소,부동산/임대,7340,영등포구,서울특별시 영등포구 여의대방로 417 (여의도동),
누공삼,음식점/식음료업,4546,중구   ,서울 중구 을지로35길,"51-4, 5층 (주교동)"
복합공간 소소,부동산/임대,7354,영등포구,서울 영등포구 영등포로86길,4 (신길동)
마이송,의류/잡화,5026,광진구 ,"서울특별시 광진구 아차산로 345 (자양동, 래미안프리미어팰리스)",
구립꼬꼬마어린이집,생활/리빙,8847,관악구 ,서울시 관악구 호암로 399,삼성산주공@306-101(신림동)
뉴연세음악교습소,기술/기능 교육,7395,영등포구,"서울 영등포구 가마산로 442 ,",
해맑은옷수선,기타,5580,송파구 ,"서울특별시 송파구 백제고분로18길 26 (잠실동, 우성상가)",
우리동네키움센터 성북7호점,기업/기관,2723,성북구 ,"서울특별시 성북구 길음로 118 (길음동, e편한세상길음뉴타운4단지) 401동~426동",
크린토피아,생활/리빙,5314,강동구 ,서울특별시 강동구 양재대로 1571,
충남상회,식자재/유통,3628,서대문구,서울시 서대문구 홍제동 298-7,
블러썸,기타,4047,마포구 ,서울 마포구 양화로6길,"57, 3층 (서교동)"
귀빈노래연습장,문화/체육,8391,구로구 ,서울 구로구 디지털로32길,"97-22, 2층 (구로동,덕성빌딩)"
훈헤어,문화/체육,3363,은평구 ,서울  은평구  불광동 17  북한산힐스테이트3차단지내상가S동B3층104호,
폰친구,가전/통신,1849,노원구 ,서울특별시 노원구 동일로 1004 (공릉동),103호
노랑네일,생활/리빙,1401,도봉구 ,서울특별시 도봉구 도봉로 588 (창동),1층 6호
티키타카 테니스,문화/체육,2713,성북구 ,"서울특별시 성북구 서경로 124 (정릉동, 서경대학교)",
아이엠,기타,4591,중구   ,서울 중구 다산로22길,"23, 2층 (신당동)"
오층조은약국,보건/복지,5823,송파구 ,서울특별시 송파구 동남로 189(가락동),
자유인노래연습장,문화/체육,5302,강동구 ,서울 강동구 양재대로128길,"36, 지하1층 (길동,우창빌딩)"
(주) 세상의 끝,생활/리빙,6303,강남구 ,서울특별시 강남구 논현로 102 (개포동),"덕흥빌딩 4, 5, 6층"
더 오물오물,음식점/식음료업,5398,강동구 ,서울특별시 강동구 성내로 8-9(성내동),1층
스트로바일(stroubail),기타,2262,중랑구 ,"서울 중랑구 신내역로 111, 중랑창업지원센터 A동 616호 2호 (신내동)",107동 2004호
브이쿨,자동차/주유,3965,마포구 ,서울특별시 마포구 성산로4길 8 (성산동),1층
에스앤헤어  갤러리,생활/리빙,8715,관악구 ,서울  관악구  봉천9동 622-17  B,
(주)냐피,음식점/식음료업,4350,용산구 ,서울 용산구 이태원로,"187, 3층 (이태원동)"
샤넬의상실,의류/잡화,3195,종로구 ,서울특별시 종로구 창경궁로12길 32 (예지동),1층
무브업댄스,기술/기능 교육,3462,은평구 ,서울 은평구 은평로10길,
오오티디(OOTD),의류/잡화,6500,서초구 ,서울  서초구  반포동 163-1번지  225  도로  지하층  B-014호,B-14
멘텐(MENTEN),음식점/식음료업,4537,중구   ,서울 중구 삼일대로,"305, 1층 (충무로2가,동북빌딩)"
(주)스토어센터,디자인/인쇄,1161,강북구 ,서울 강북구 도봉로,"144, 4층 디-173호 (미아동)"
세븐일레븐 도곡센트레빌점,식자재/유통,6281,강남구 ,"서울특별시 강남구 선릉로 206 (대치동, 동부센트레빌)",114호
한일상사,식자재/유통,2571,동대문구,서울 동대문구 경동시장로,11 (제기동)
산돌사회적협동조합,음식점/식음료업,1342,도봉구 ,서울특별시 도봉구 방학로6길 20-9 (방학동),산돌사회적협동조합
대천분식,음식점/식음료업,6914,동작구 ,"서울특별시 동작구 만양로 84 (노량진동, 삼익주상복합아파트)",
서울박치과,보건/복지,3368,은평구 ,서울시 은평구 불광로 54,
남원추어탕,음식점/식음료업,1131,강북구 ,서울 강북구 도봉로76길,56 (미아동)
여나유치원,기술/기능 교육,6593,서초구 ,서울 서초구 서초중앙로,200(서초동)
카닥제이 외형복원,기타,8706,관악구 ,서울특별시 관악구 관천로24길 10,b-401
사랑방스튜디오  음악 연습실,기타,8759,관악구 ,"서울특별시 관악구 관천로12길 28-6 (신림동, 가윤)",가윤 지하 1층
하우스까페,음식점/식음료업,6801,서초구 ,서울 서초구 신흥안길,40-27 (내곡동)
드림정신건강의학과의원,보건/복지,4597,중구   ,서울 중구 동호로,"179, JYJ빌딩 1동 3층 (신당동)"
필라테스 더 밸런스 연남,기술/기능 교육,3984,마포구 ,"서울특별시 마포구 동교로29길 40 (연남동, 건수빌딩)",2층
태영,생활/리빙,6745,서초구 ,서울 서초구 양재동 바우뫼로41길,"31, 1동 305호 (양재동,도곡한신빌라)"
한성종합설비,건축/철물,1312,도봉구 ,"서울 도봉구 시루봉로23길 51,","401호 (도봉동, 오봉블루빌)"
주스 잉글리쉬,외국어/언어,2874,성북구 ,"서울특별시 성북구 보문사길 112 (보문동6가, 아남아파트)",
네일리모노,생활/리빙,4345,용산구 ,서울특별시 용산구 녹사평대로40가길 3-3 (이태원동),
띠앗룸,생활/리빙,8021,양천구 ,"서울특별시 양천구 오목로 212 (신정동, 목동중앙하이츠펠리시티)",203호
목동의지팡이리드인갈산초점학원,입시/교습학원,8101,양천구 ,"서울특별시 양천구 목동남로4길 81 (신정동, 목동2차삼성래미안아파트)",
별헤어샵,생활/리빙,7052,동작구 ,서울특별시 동작구 국사봉길 86 (상도동),별헤어샵
마임안경원,의류/잡화,3350,은평구 ,"서울특별시 은평구 연서로 246 (불광동, 타워크리닉)",103호
풍원축산유통,식자재/유통,4748,성동구 ,서울 성동구 고산자로24길,16 (마장동)
혜성축산,식자재/유통,7387,영등포구,서울특별시 영등포구 가마산로 459 (신길동),
환경개발(주),기타,3169,종로구 ,서울시 종로구 사직로 96,파크뷰타워 808호
도우리(GYMNASIUM),문화/체육,6072,강남구 ,서울 강남구 학동로97길,"42, 6층 (청담동,키즈빌딩)"
나무어린이집,기술/기능 교육,1422,도봉구 ,서울시 도봉구 노해로66길 21,103-106
(주)지오그래픽스디자인,기타,6227,강남구 ,서울 강남구 논현로72길,"23, 4층 (역삼동,옹정빌딩)"
썬스킨케어,생활/리빙,3630,서대문구,서울특별시 서대문구 홍제원3길 20 (홍제동),
구우움,음식점/식음료업,3737,서대문구,서울특별시 서대문구 경기대로 42 (충정로3가),
노비노비,기타,4050,마포구 ,서울 마포구 양화로,"156, 710호 (동교동,LG팰리스빌딩)"
핸드플러스,의류/잡화,6293,강남구 ,서울 강남구 남부순환로,"지하 2814, 지하2층 204호 (도곡동,도곡역 역사내 여성창업플라자)"
참짐,기술/기능 교육,6230,강남구 ,서울특별시 강남구 도곡로 229 (역삼동),오성빌딩 5층 참짐
심테니스,문화/체육,3992,마포구 ,서울특별시 마포구 동교로23길 32-22 (동교동),B1
곱분이곱창 오목교역점,음식점/식음료업,7999,양천구 ,서울특별시 양천구 오목로 331 (목동),1층 (목동)
우지커피독산역점,음식점/식음료업,8594,금천구 ,"서울특별시 금천구 가산디지털1로 1 (가산동, 더루벤스밸리)",
카페희원,음식점/식음료업,3132,종로구 ,서울특별시 종로구 삼일대로32길 22-4 (경운동),1층
서울이삭치과의원,보건/복지,5820,송파구 ,서울 송파구 동남로,213 (가락동)
2101584687,부동산/임대,2714,성북구 ,"서울특별시 성북구 길음로 103 (길음동, 대우상가)",
(주)벽진청과,식자재/유통,7644,강서구 ,서울 강서구 발산로,40 (외발산동)
만두바MANDOOBAR,음식점/식음료업,4048,마포구 ,"서울특별시 마포구 어울마당로 55-2 (서교동, 정웅빌딩)",2층
북촌손만두,음식점/식음료업,3461,은평구 ,"서울특별시 은평구 은평로 123 (응암동, 응암아네스트)",1층 102B호
지젤무용학원,기술/기능 교육,5698,송파구 ,"서울 송파구 송파대로 345, 헬리오시티상가 A동 5005호 (가락동, 헬리오시티)",5층
준월드,식자재/유통,2704,성북구 ,"서울특별시 성북구 보국문로 167 (정릉동, 산장아파트)",산장 아파트 상가 4호 5호 준월드
스윗로즈,기술/기능 교육,5671,송파구 ,서울 송파구 가락로,"214, 1동 4층 2호 (송파동,창우빌딩)"
타코멕스,음식점/식음료업,4550,중구   ,"서울특별시 중구 을지로14길 27 (초동, 지엠)",3층 타코멕스
룸2243(room2243),생활/리빙,4392,용산구 ,서울 용산구 녹사평대로26길,80-1 (이태원동)
블루밍 제이(Blooming J),생활/리빙,3996,마포구 ,서울특별시 마포구 성미산로 16 (성산동),
도나보나,의류/잡화,4075,마포구 ,서울특별시 마포구 와우산로 26 (상수동),201호
GS25 S9봉은사역점,식자재/유통,6170,강남구 ,서울 강남구 봉은사로,"지하 601, , 9호선봉은사역 내 (삼성동 111-8)"
와(WAAAH),음식점/식음료업,5407,강동구 ,"서울특별시 강동구 양재대로81길 61 (성내동, 올림픽파크플러스)",
우리동네 수선집,의류/잡화,8009,양천구 ,서울특별시 양천구 신목로6길 39,1층 11호 우리동네 수선집
자연낙지,음식점/식음료업,4805,성동구 ,서울특별시 성동구 용답중앙21길 1 (용답동),1층 (용답동)
올가드림뷰티 강일점,생활/리빙,5415,강동구 ,서울 강동구 아리수로93나길,
꽈대리옥수수꽈배기,음식점/식음료업,4611,중구   ,서울특별시 중구 퇴계로76길 62,1층
이마트24 대림점,식자재/유통,7420,영등포구,서울특별시 영등포구 디지털로 343,이마트24 대림점
만복국수 중랑구청점,음식점/식음료업,2068,중랑구 ,"서울특별시 중랑구 용마산로129나길 3 (신내동, 청기와타운)","104호, 105호"
명성설비,건축/철물,2785,성북구 ,서울 성북구 돌곶이로8길,45-13 (석관동)
반주,음식점/식음료업,4211,마포구 ,서울 마포구 마포대로,"156, 1층 113호 (공덕동,공덕푸르지오시티)"
윌로피엠SVC,의류/잡화,7787,강서구 ,서울 강서구 국회대로7길,"21, 803호 (화곡동,우영아파트)"
종로청춘플라워,생활/리빙,3189,종로구 ,서울 종로구 종로,"74, 지하층 4호 (종로2가,영안빌딩)"
하이퍼메디컬학사,여행/숙박,6130,강남구 ,서울 강남구 강남대로94길,"57, 3,4,5층 (역삼동,덕성빌딩)"
태원전기안전관리(주),기타,8086,양천구 ,서울 양천구 은행정로,"5, 204호 (신정동,에벤에셀프라자)"
디자인누리,가구/인테리어,6276,강남구 ,서울 강남구 선릉로,"225, 1층 124호 (도곡동,도곡렉슬)"
주식회사 오발탄,음식점/식음료업,6223,강남구 ,서울 강남구 논현로86길 12,(역삼동)
황금당,의류/잡화,4138,마포구 ,서울 마포구 백범로 135 (염리동),황금당2
88슈퍼,식자재/유통,8282,구로구 ,서울 구로구 구로동로35가길,"30, 1층 101호 (구로동)"
고향반찬,식자재/유통,8311,구로구 ,서울시 구로구 구로동로22길 17-5 (구로동),1층
뜰채,음식점/식음료업,7333,영등포구,서울 영등포구 여의대방로67길,"22, 1층 105호 (여의도동,태양빌딩)"
으뜸수학교습소,기술/기능 교육,6906,동작구 ,서울 동작구 매봉로,"134, 상가동 1층 112호,115호,116호 (본동,신동아아파트)"
라무진,음식점/식음료업,7304,영등포구,"서울특별시 영등포구 경인로 857-1, 1층 (영등포동3가)",라무진
민제이헤어(MIN. J HAIR),생활/리빙,3380,은평구 ,"서울특별시 은평구 서오릉로 30, 101동 비01호 (녹번동)",민제이헤어 ( MIN. J HAIR )
봉식이옛날왕만두,음식점/식음료업,4426,용산구 ,서울특별시 용산구 이촌로 264 (이촌동),상가동 103호
돈카와치,음식점/식음료업,2741,성북구 ,서울특별시 성북구 오패산로 98-23 (하월곡동),1층
서울모터스,자동차/주유,8639,금천구 ,서울특별시 금천구 시흥대로27길 4 서울모터스,서울 모터스
다빈치공방,기타,1749,노원구 ,"서울특별시 노원구 노원로16길 82 (하계동, 주공9단지아파트)",
씨유가산DK점,식자재/유통,8503,금천구 ,서울특별시 금천구 가산디지털2로 144 (가산동),1층 105호
코레일새싹어린이집,생활/리빙,8272,구로구 ,서울특별시 구로구 경인로20가길 24 (오류동),코레일오류동어린이집
복고다방 사가정역점,음식점/식음료업,2252,중랑구 ,서울특별시 중랑구 면목로 290(면목동),1층 복고다방 사가정역점
빛소리,디자인/인쇄,8774,관악구 ,서울특별시 관악구 신원로3길 60-3(신림동),1층
생각이나서,음식점/식음료업,6694,서초구 ,서울특별시 서초구 청두곶길 4(방배동),", 1층"
제이(J)스포츠,문화/체육,3493,은평구 ,서울 은평구 증산서길 61,증산초등학교 내 증산 스포츠 센터
에코산모사랑 강남점,보건/복지,6535,서초구 ,서울특별시 서초구 사평대로55길 126 (반포동),4층 비11호
엘앤케이홀딩스,기타,7305,영등포구,서울특별시 영등포구 문래로 180,1동 1601호
보현상사,생활/리빙,4528,중구   ,"서울특별시 중구 소월로 3 (남창동, 에티버스타워)",
카페홈즈,음식점/식음료업,7806,강서구 ,서울 강서구 공항대로 220,우성에스비타워 2차 114호 카페홈즈
10월의 브로우,생활/리빙,8277,구로구 ,서울특별시 구로구 개봉로23가길 30(개봉동),2층
서울마음치과,보건/복지,6921,동작구 ,"서울특별시 동작구 만양로 11 (상도동, 대화빌딩)",201호
마징가모터스,의류/잡화,1856,노원구 ,서울 노원구 동일로173가길,"109, 1층 (공릉동)"
별빛약국,보건/복지,6135,강남구 ,서울특별시 강남구 봉은사로 204(역삼동),
세븐스타코인노래연습장 마포구청역점,문화/체육,3938,마포구 ,서울 마포구 월드컵로,"196, 2층 202호 (성산동,대명비첸시티오피스텔)"
(주)모어그린,기타,4422,용산구 ,"서울 용산구 이촌로 223-13, 1층 303호 (이촌동, 농업기술진흥관)",31동 106-1호  '플로블랑'
하이연 네일,생활/리빙,3979,마포구 ,서울특별시 마포구 성미산로29길 35(연남동),
던킨 아현뉴타운점,음식점/식음료업,4130,마포구 ,서울특별시 마포구 마포대로 173-14 1층 109호,던킨 아현뉴타운점
천사곱창 이수점,음식점/식음료업,7008,동작구 ,서울특별시 동작구 동작대로27다길 29 (사당동),서광시티뷰 106호
할머니두부가게,식자재/유통,1480,도봉구 ,서울특별시 도봉구 덕릉로60길 169 (창동),
119열쇠,의류/잡화,6116,강남구 ,서울 강남구 학동로26길,"79, 102호 (논현동)"
타이24,생활/리빙,6577,서초구 ,서울 서초구 서래로6길,"4, 401호 (반포동,가나빌딩)"
와글와글베이크샵,음식점/식음료업,4564,중구   ,"서울특별시 중구 을지로 245 (을지로6가, 국립중앙의료원)",
6764201219,기타,1092,강북구 ,서울특별시 강북구 인수봉로 178-1 (수유동),
TOP용인대박사태권도,생활/리빙,8599,금천구 ,"서울특별시 금천구 한내로 62 (독산동, 한신아파트)","3090,3100호 (독산동,한신아파트)"
더고은,생활/리빙,1662,노원구 ,서울 노원구 덕릉로83길,"9-7, 102동 401호 (중계동,중계한화꿈에그린 The FIRST아파트)"
키야네일,생활/리빙,7435,영등포구,서울 영등포구 대방천로,"184-1, 1층 (신길동,무지개빌딩)"
향촌,음식점/식음료업,3739,서대문구,서울특별시 서대문구 충정로6안길 6-4 (미근동),향촌
홍선생치과교정과치과의원,보건/복지,3330,은평구 ,서울특별시 은평구 통일로 869 (갈현동),2층
성모가정의원,보건/복지,7423,영등포구,서울 영등포구 도림로,"190, 2층 (대림동)"
청자매운소돼지갈비찜,음식점/식음료업,6035,강남구 ,서울 강남구 강남대로154길 12 (신사동),지하 1층
점심뷔페 저녁포차,음식점/식음료업,4546,중구   ,서울특별시 중구 창경궁로8길 2-1(주교동),점심부페 저녁포차
보물 담은 가게,생활/리빙,5838,송파구 ,서울특별시 송파구 충민로 66 (문정동),5층 L-5053호
플랜A학원,입시/교습학원,3968,마포구 ,서울특별시 마포구 성미산로 43 (성산동),201호 401호
할리스커피 보라매역점,음식점/식음료업,7392,영등포구,"서울특별시 영등포구 여의대방로 145, 1층 (신길동, 세인트빌딩)",할리스커피 보라매역점
이수부동산(922-4600)단지내공인중개사사무소,부동산/임대,2828,성북구 ,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤돈암아파트)",
카페이이키,음식점/식음료업,4052,마포구 ,서울 마포구 와우산로29길,"4-15, 1층 (서교동)"
홀릭 사주타로,기타,4391,용산구 ,서울 용산구 이태원로26길,"16, 2층 (이태원동)"
세븐일레븐 청담제일점,식자재/유통,6075,강남구 ,서울 강남구 영동대로 726,"(청담동, 경일빌딩)"
(주)라운드컴퍼니,의류/잡화,6576,서초구 ,서울특별시 서초구 사평대로22길 33,(반포동)
애프터글로우(after glow),생활/리빙,7807,강서구 ,서울특별시 강서구 마곡중앙1로 20(마곡동),m 시그니처 타워 320호
오레가노,기타,3385,은평구 ,서울 은평구 연서로26길,"35, 1층 우측호 (대조동)"
서울식물원,기타,7789,강서구 ,"서울특별시 강서구 마곡동로 161 (마곡동, 서울식물원)",식물문화센터
(주)코리아세븐 신월하나점,식자재/유통,8039,양천구 ,서울특별시 양천구 남부순환로66길 17 (신월동),(롯데택배) 세븐일레븐 신월우성점
라고남성커트전문,생활/리빙,5389,강동구 ,서울 강동구 성안로,"87, 1층 101호 (성내동)"
홍콩반점 구로디지털단지역점,음식점/식음료업,8391,구로구 ,서울특별시 구로구 디지털로32길 97-6 (구로동),2층 홍콩반점
나우커피,기타,1803,노원구 ,서울특별시 노원구 공릉로 116 나우커피,나우커피
다이스,생활/리빙,2754,성북구 ,"서울특별시 성북구 돌곶이로41가길 14-12(장위동, 이안빌)",B층 1호
신촌찌개집,음식점/식음료업,4611,중구   ,서울특별시 중구 퇴계로 384-1(신당동),
원세컨드,생활/리빙,6177,강남구 ,서울특별시 강남구 영동대로 342 덕유빌딩 지하1층 원세컨드,원세컨드（1second）
아모레 카운셀러,생활/리빙,6645,서초구 ,서울특별시 서초구 서초대로50길 18 (서초동) 3층,빌딩 및 상가 內
햇살머믄 꼬마김밥,음식점/식음료업,1914,노원구 ,서울특별시 노원구 화랑로45길 42(월계동),1층 햇살머믄꼬마김밥
"오늘, 동안",생활/리빙,5105,광진구 ,서울특별시 광진구 자양로3길 61 (자양동),1층
종로엠스쿨중계학원독서실,입시/교습학원,1763,노원구 ,"서울특별시 노원구 동일로 1373 (상계동, 우리은행)",
안녕네모,기타,4426,용산구 ,"서울특별시 용산구 이촌로 248 (이촌동, 한강맨션)",31동 107호
포레온에꼴드에땅 미술교습소,기술/기능 교육,5410,강동구 ,서울 강동구 양재대로,
세계이동통신,가전/통신,1857,노원구 ,서울특별시 노원구 동일로 1041 (공릉동),1층  이동통신
타임(TIME),음식점/식음료업,7401,영등포구,서울특별시 영등포구 대림로34길 25-1(대림동),타임(TIME)
포스축구아카데미,기술/기능 교육,7429,영등포구,서울특별시 영등포구 디지털로 401(대림동),
오앤디,생활/리빙,8072,양천구 ,"서울특별시 양천구 중앙로43길 14(신정동, 래미안 목동아델리체)",상가 111동 1층 105호
석전농산,식자재/유통,1015,강북구 ,서울특별시 강북구 인수봉로77길 11 삼일농산,삼일농산
꽃돌이 푸줏간,식자재/유통,5564,송파구 ,서울 송파구 석촌호수로 84,
네온,의류/잡화,4529,중구   ,서울 중구 남대문시장4길,"9, 지하1층 46,47,48호 (남창동,78호 남대문대도종합상가)"
아나파한방병원,보건/복지,8227,구로구 ,서울 구로구 중앙로1길,"18-18, 2층 (고척동,신원프라자)"
지앤샵,의류/잡화,5804,송파구 ,서울 송파구 동남로8길,"6, A동 502호 (문정동,청송하이츠빌)"
아삭아이스,식자재/유통,6802,서초구 ,서울 서초구 청계산로,"189, 1층 110호 (신원동)"
서울힐링의원,보건/복지,3130,종로구 ,서울 종로구 종로,"193, 5층 (종로4가,세진빌딩)"
뽀빠이치킨,음식점/식음료업,4729,성동구 ,서울특별시 성동구 금호산2길 25,뽀빠이치킨
락만두,음식점/식음료업,3964,마포구 ,서울 마포구 월드컵로25길,"48, 1층 104호 (망원동)"
양평칼국수 장위점,음식점/식음료업,2758,성북구 ,서울특별시 성북구 한천로99길 64 (장위동),1층
더림스피아노음악교습소,예술 교육,8842,관악구 ,서울특별시 관악구 문성로28길 4 (신림동),1층
레탑 프랑스,기타,3994,마포구 ,서울특별시 마포구 양화로 183,"2층 206호(동교동, 효성홍익인간오피스텔)"
하디헤어,생활/리빙,7791,강서구 ,서울특별시 강서구 마곡동로10길 46(마곡동),
씨유(CU) 독산소비자점,식자재/유통,8616,금천구 ,서울특별시 금천구 시흥대로104길 20,.
더벤티 상암DMC역점,음식점/식음료업,3927,마포구 ,서울특별시 마포구 성암로 207,1층
유민커피,음식점/식음료업,1477,도봉구 ,서울특별시 도봉구 덕릉로 214,
자하선인식,식자재/유통,2812,성북구 ,"서울특별시 성북구 정릉로8길 67 (정릉동, 1층상가)",
